[40/100][0/177]	Loss_D: 0.5429	Loss_G: 1.9755	D(x): 0.8109	D(G(z)): 0.2598 / 0.1637
[40/100][50/177]	Loss_D: 1.0539	Loss_G: 2.4307	D(x): 0.7845	D(G(z)): 0.5229 / 0.0986
[40/100][100/177]	Loss_D: 0.8992	Loss_G: 1.4251	D(x): 0.5463	D(G(z)): 0.1182 / 0.2756
[40/100][150/177]	Loss_D: 0.6344	Loss_G: 1.7875	D(x): 0.7154	D(G(z)): 0.2294 / 0.1837
[41/100][0/177]	Loss_D: 0.7704	Loss_G: 2.4034	D(x): 0.8014	D(G(z)): 0.3946 / 0.1029
[41/100][50/177]	Loss_D: 1.4016	Loss_G: 4.0040	D(x): 0.9392	D(G(z)): 0.6993 / 0.0293
[41/100][100/177]	Loss_D: 0.7928	Loss_G: 0.9965	D(x): 0.5757	D(G(z)): 0.1316 / 0.3937
[41/100][150/177]	Loss_D: 0.6333	Loss_G: 1.8249	D(x): 0.6901	D(G(z)): 0.1756 / 0.1858
[42/100][0/177]	Loss_D: 0.8682	Loss_G: 3.1534	D(x): 0.9263	D(G(z)): 0.5260 / 0.0498
[42/100][50/177]	Loss_D: 0.6324	Loss_G: 2.2859	D(x): 0.8514	D(G(z)): 0.3602 / 0.1129
[42/100][100/177]	Loss_D: 0.8421	Loss_G: 0.7519	D(x): 0.5412	D(G(z)): 0.1293 / 0.5036
[42/100][150/177]	Loss_D: 0.8277	Loss_G: 3.2335	D(x): 0.8657	D(G(z)): 0.4763 / 0.0448
[43/100][0/177]	Loss_D: 0.7817	Loss_G: 1.3705	D(x): 0.6438	D(G(z)): 0.2395 / 0.2714
[43/100][50/177]	Loss_D: 0.6953	Loss_G: 1.8525	D(x): 0.7502	D(G(z)): 0.2973 / 0.1827
[43/100][100/177]	Loss_D: 0.6513	Loss_G: 1.9354	D(x): 0.7363	D(G(z)): 0.2404 / 0.1701
[43/100][150/177]	Loss_D: 0.8241	Loss_G: 2.5001	D(x): 0.8011	D(G(z)): 0.4194 / 0.0983
[44/100][0/177]	Loss_D: 0.7332	Loss_G: 2.1133	D(x): 0.7622	D(G(z)): 0.3425 / 0.1371
[44/100][50/177]	Loss_D: 0.8943	Loss_G: 2.1165	D(x): 0.8014	D(G(z)): 0.4579 / 0.1466
[44/100][100/177]	Loss_D: 0.8458	Loss_G: 1.1773	D(x): 0.5524	D(G(z)): 0.1438 / 0.3330
[44/100][150/177]	Loss_D: 0.7519	Loss_G: 2.0018	D(x): 0.7192	D(G(z)): 0.3072 / 0.1630
[45/100][0/177]	Loss_D: 1.2870	Loss_G: 1.6722	D(x): 0.4216	D(G(z)): 0.1257 / 0.2205
[45/100][50/177]	Loss_D: 0.8115	Loss_G: 2.0917	D(x): 0.6841	D(G(z)): 0.2958 / 0.1418
[45/100][100/177]	Loss_D: 0.8879	Loss_G: 2.0656	D(x): 0.7107	D(G(z)): 0.3743 / 0.1666
[45/100][150/177]	Loss_D: 1.3365	Loss_G: 1.0536	D(x): 0.3830	D(G(z)): 0.0611 / 0.4384
[46/100][0/177]	Loss_D: 1.2234	Loss_G: 0.6401	D(x): 0.3969	D(G(z)): 0.1097 / 0.5560
[46/100][50/177]	Loss_D: 0.9208	Loss_G: 1.3513	D(x): 0.6167	D(G(z)): 0.2964 / 0.2856
[46/100][100/177]	Loss_D: 0.5792	Loss_G: 2.2076	D(x): 0.7570	D(G(z)): 0.2318 / 0.1233
[46/100][150/177]	Loss_D: 0.7058	Loss_G: 1.8606	D(x): 0.6081	D(G(z)): 0.1257 / 0.1936
[47/100][0/177]	Loss_D: 0.7462	Loss_G: 1.8983	D(x): 0.6677	D(G(z)): 0.2427 / 0.1681
[47/100][50/177]	Loss_D: 0.5936	Loss_G: 2.5672	D(x): 0.8359	D(G(z)): 0.3179 / 0.0940
[47/100][100/177]	Loss_D: 1.1073	Loss_G: 0.5247	D(x): 0.4196	D(G(z)): 0.0991 / 0.6084
[47/100][150/177]	Loss_D: 0.7378	Loss_G: 2.0924	D(x): 0.7513	D(G(z)): 0.3234 / 0.1518
[48/100][0/177]	Loss_D: 0.9707	Loss_G: 2.8175	D(x): 0.8807	D(G(z)): 0.5387 / 0.0716
[48/100][50/177]	Loss_D: 0.8492	Loss_G: 1.9120	D(x): 0.6888	D(G(z)): 0.3278 / 0.1773
